depth,age,char Count_i  (#),char Vol_i  (cm3),char Con_i        (# cm-3),charAcc,charBkg         (# cm-2 yr-1),char Peak       (# cm-2 yr-1),thresh          1             (# cm-2 yr-1),thresh          2             (# cm-2 yr-1),thresh          3             (# cm-2 yr-1),thresh FinalPos                 (# cm-2 yr-1),thresh FinalNeg                 (# cm-2 yr-1),SNI    (index)         ,thresh GOF         (p-val),peaks         1           ,peaks         2           ,peaks         3           ,peaks         Final    ,peaks Insig.,peak           Mag              (# cm-2 peak-1),smPeak Frequ       (peaks 1ka-1),smFRIs       (yr*fire-1),nFRIs       (#),mFRI       (yr fire-1),mFRI_uCI      (yr fire-1),mFRI_lCI     (yr fire-1),WBLb      (yr),WBLb_uCI      (yr),WBLb_lCI     (yr fire-1),WBLc     (unitless),WBLc_uCI     (unitless),WBLc_lCI     (unitless)
1180.35,13521,43,1,43,1.3871,2.5126,-1.1255,0.7083,1.2285,1.8116,1.2285,-2.3232,3.63,0.45,0,0,0,0,0,0,5.56,170,,,,,,,,,,
1181,13541,112,1,112,4.3077,2.488,1.8197,0.6958,1.2148,1.7964,1.2148,-2.328,3.62,0.25,0,1,1,1,0,12.0995,5.52,171,,,,,,,,,,
1181.77,13561,92,1,92.4,3.4617,2.4792,0.9825,0.6764,1.1926,1.7712,1.1926,-2.3319,3.62,0.11,1,0,0,0,0,0,5.47,171,,,,,,,,,,
1182.52,13581,78,1,78.05,2.821,2.4885,0.3325,0.6514,1.1637,1.7379,1.1637,-2.334,3.63,0.26,0,0,0,0,0,0,5.43,172,,,,,,,,,,
1183.24,13601,67,1,67,2.3103,2.5146,-0.2042,0.6233,1.1308,1.6998,1.1308,-2.3344,3.66,0.1,0,0,0,0,0,0,5.39,173,,,,,,,,,,
1183.93,13621,117,1,117.4,3.7067,2.554,1.1527,0.5947,1.0971,1.6603,1.0971,-2.3331,3.69,0.26,0,1,0,1,0,1.1126,5.35,174,,,,,,,,,,
1184.56,13641,110,1,109.8,3.343,2.6024,0.7407,0.5677,1.065,1.6226,1.065,-2.3306,3.72,0.27,1,0,0,0,0,0,5.31,175,,,,,,,,,,
1185.17,13661,79,1,79,2.2571,2.6545,-0.3974,0.5437,1.0364,1.5887,1.0364,-2.3273,3.76,0.6,0,0,0,0,0,0,5.28,176,,,,,,,,,,
1185.74,13681,76,1,75.7,2.0986,2.7052,-0.6066,0.5237,1.0123,1.5599,1.0123,-2.3233,3.79,0.34,0,0,0,0,0,0,5.24,178,,,,,,,,,,
1186.3,13701,73,1,73,1.973,2.752,-0.779,0.5079,0.993,1.5367,0.993,-2.319,3.82,0.41,0,0,0,0,0,0,5.21,179,,,,,,,,,,
1186.84,13721,57,1,56.9,1.6328,2.7955,-1.1627,0.4965,0.9789,1.5196,0.9789,-2.3144,3.85,0.83,0,0,0,0,0,0,5.17,180,,,,,,,,,,
1187.41,13741,50,1,50,1.4706,2.836,-1.3654,0.4898,0.9703,1.5088,0.9703,-2.3099,3.87,0.89,0,0,0,0,0,0,5.14,182,,,,,,,,,,
1188,13761,127,1,127,3.8485,2.8722,0.9763,0.4878,0.9672,1.5045,0.9672,-2.3055,3.89,0.37,0,0,0,0,0,0,5.1,183,,,,,,,,,,
1188.61,13781,128,1,128.4,4.0787,2.9034,1.1754,0.4902,0.9694,1.5065,0.9694,-2.3021,3.9,0.64,0,0,0,0,0,0,5.07,185,,,,,,,,,,
1189.24,13801,131,1,131,4.5172,2.9289,1.5883,0.4961,0.976,1.5138,0.976,-2.3001,3.9,0.57,0,1,1,1,0,18.204,5.03,187,,,,,,,,,,
1189.93,13821,110,1,110.3,3.3001,2.9488,0.3512,0.504,0.9854,1.5249,0.9854,-2.3007,3.9,0.48,0,0,0,0,0,0,4.99,188,,,,,,,,,,
1190.53,13841,116,1,116,3.2953,2.9638,0.3315,0.5136,0.9973,1.5394,0.9973,-2.3049,3.89,0.34,0,0,0,0,0,0,4.95,190,,,,,,,,,,
1191.1,13861,148,1,148,3.6098,2.9762,0.6335,0.5256,1.0127,1.5588,1.0127,-2.3134,3.87,0.49,1,0,0,0,0,0,4.91,192,,,,,,,,,,
1191.59,13881,135,1,135.1,3.3075,2.9882,0.3193,0.5415,1.0337,1.5855,1.0337,-2.3269,3.84,0.07,0,0,0,0,0,0,4.87,195,,,,,,,,,,
1192.08,13901,62,1,62,1.55,2.9985,-1.4485,0.5634,1.0627,1.6222,1.0627,-2.3456,3.8,0.07,0,0,0,0,0,0,4.82,197,,,,,,,,,,
1192.58,13921,63,1,63.05,1.5823,3.0053,-1.423,0.5932,1.1017,1.6716,1.1017,-2.3698,3.74,0.09,0,0,0,0,0,0,4.78,199,,,,,,,,,,
1193.08,13941,69,1,69,1.7692,3.007,-1.2377,0.6317,1.1518,1.7348,1.1518,-2.399,3.68,0.07,0,0,0,0,0,0,4.73,201,,,,,,,,,,
1193.59,13961,84,1,83.8,2.1978,3.003,-0.8051,0.6787,1.2127,1.8113,1.2127,-2.433,3.6,0.09,0,0,0,0,0,0,4.68,204,,,,,,,,,,
1194.11,13981,143,1,143,4.0857,2.9941,1.0916,0.7327,1.2825,1.8987,1.2825,-2.4709,3.53,0.05,0,0,0,0,0,0,4.63,206,,,,,,,,,,
1194.69,14001,191,1,190.7,5.4486,2.9828,2.4658,0.7914,1.3582,1.9936,1.3582,-2.5116,3.45,0.03,0,0,0,0,0,0,4.58,209,,,,,,,,,,
1195.26,14021,249,1,249,7.1143,2.9727,4.1416,0.8515,1.436,2.0911,1.436,-2.5544,3.37,0.02,1,1,1,1,0,80.0768,4.54,212,,,,,,,,,,
1195.83,14041,115,1,114.6,3.0933,2.9677,0.1257,0.9092,1.5113,2.1862,1.5113,-2.5991,3.3,0.06,0,0,0,0,0,0,4.5,214,,,,,,,,,,
1196.37,14061,57,1,57,1.5,2.9709,-1.4709,0.9617,1.5809,2.2748,1.5809,-2.6459,3.23,0.01,0,0,0,0,0,0,4.45,217,,,,,,,,,,
1196.89,14081,87,1,86.6,2.2789,2.9865,-0.7075,1.0076,1.6431,2.3554,1.6431,-2.6955,3.18,0,0,0,0,0,0,0,4.41,220,,,,,,,,,,
1197.42,14101,94,1,94,2.4737,3.0178,-0.5442,1.0447,1.6956,2.4253,1.6956,-2.7483,3.13,0,0,0,0,0,0,0,4.37,223,,,,,,,,,,
1197.95,14121,71,1,70.6,1.8579,3.064,-1.2061,1.071,1.736,2.4814,1.736,-2.8041,3.08,0,0,0,0,0,0,0,4.33,226,,,,,,,,,,
1198.47,14141,68,1,68,1.7895,3.1191,-1.3297,1.0873,1.7652,2.5251,1.7652,-2.8632,3.04,0.03,0,0,0,0,0,0,4.29,228,,,,,,,,,,
1199,14161,144,1,144,4,3.1755,0.8245,1.0965,1.7867,2.5604,1.7867,-2.9257,3.01,0.21,0,0,0,0,0,0,4.25,231,,,,,,,,,,
1199.56,14181,135,1,135.4,3.7408,3.2264,0.5143,1.1025,1.805,2.5924,1.805,-2.9913,2.98,0.14,0,0,0,0,0,0,4.21,233,,,,,,,,,,
1200.11,14201,101,1,101,2.7297,3.2685,-0.5387,1.1093,1.8247,2.6266,1.8247,-3.0595,2.94,0.19,0,0,0,0,0,0,4.16,235,,,,,,,,,,
1200.65,14221,93,1,93.3,2.4764,3.3029,-0.8265,1.1209,1.8504,2.668,1.8504,-3.1295,2.9,0.32,0,0,0,0,0,0,4.12,238,,,,,,,,,,
1201.18,14241,79,1,79,2.0256,3.3352,-1.3095,1.1397,1.8845,2.7194,1.8845,-3.2004,2.87,0.28,0,0,0,0,0,0,4.07,239,,,,,,,,,,
1201.69,14261,115,1,115,2.8912,3.3727,-0.4815,1.1666,1.9282,2.7819,1.9282,-3.2713,2.83,0.06,0,0,0,0,0,0,4.02,241,,,,,,,,,,
1202.2,14281,169,1,169,4.122,3.421,0.7009,1.2021,1.9819,2.8559,1.9819,-3.3416,2.8,0.04,0,0,0,0,0,0,3.96,242,,,,,,,,,,
1202.68,14301,164,1,164.1,4.0375,3.4825,0.5549,1.2468,2.0462,2.9422,2.0462,-3.4115,2.77,0.54,0,0,0,0,0,0,3.91,243,,,,,,,,,,
1203.18,14321,155,1,155,3.875,3.5566,0.3184,1.3011,2.1219,3.0419,2.1219,-3.4815,2.75,0.05,0,0,0,0,0,0,3.85,245,,,,,,,,,,
1203.68,14341,158,1,158.15,3.9538,3.6401,0.3136,1.365,2.2088,3.1547,2.2088,-3.5523,2.73,0,0,0,0,0,0,0,3.79,246,,,,,,,,,,
1204.18,14361,164,1,164,4.1,3.7262,0.3738,1.4375,2.3062,3.28,2.3062,-3.6246,2.71,0.01,0,0,0,0,0,0,3.73,247,,,,,,,,,,
1204.68,14381,202,1,201.8,5.0903,3.8067,1.2835,1.5181,2.4135,3.4171,2.4135,-3.6994,2.69,0.21,0,0,0,0,0,0,3.68,248,,,,,,,,,,
1205.18,14401,272,1,272,6.9744,3.8753,3.0991,1.6065,2.5304,3.5659,2.5304,-3.777,2.67,0,1,1,0,1,0,11.3736,3.63,249,,,,,,,,,,
1205.69,14421,185,1,185.2,4.6561,3.9274,0.7286,1.7026,2.6568,3.7263,2.6568,-3.8577,2.66,0.02,0,0,0,0,0,0,3.58,250,,,,,,,,,,
1206.2,14441,55,1,55,1.3415,3.959,-2.6176,1.8059,2.7921,3.8975,2.7921,-3.9406,2.64,0.04,0,0,0,0,0,0,3.54,251,,,,,,,,,,
1206.68,14461,57,1,57.45,1.4135,3.9685,-2.555,1.9144,2.9334,4.0757,2.9334,-4.0239,2.62,0.05,0,0,0,0,0,0,3.5,253,,,,,,,,,,
1207.18,14481,62,1,62,1.55,3.96,-2.41,2.0246,3.0765,4.2556,3.0765,-4.1052,2.61,0.06,0,0,0,0,0,0,3.47,254,,,,,,,,,,
1207.68,14501,139,1,139.35,3.5479,3.9409,-0.393,2.1343,3.2185,4.4337,3.2185,-4.1831,2.6,0.16,0,0,0,0,0,0,3.44,256,,,,,,,,,,
1208.18,14521,283,1,283,7.4474,3.9189,3.5285,2.2428,3.3582,4.6085,3.3582,-4.2569,2.59,0.39,0,1,0,1,0,3.4059,3.42,257,,,,,,,,,,
1208.71,14541,240,1,239.8,6.3873,3.9018,2.4854,2.3493,3.4948,4.7789,3.4948,-4.3261,2.59,0.33,1,0,0,0,0,0,3.4,260,,,,,,,,,,
1209.24,14561,187,1,187,5.0541,3.897,1.1571,2.4506,3.6245,4.9403,3.6245,-4.39,2.59,0.13,0,0,0,0,0,0,3.38,262,,,,,,,,,,
1209.78,14581,160,1,160,4.1297,3.9106,0.2192,2.5425,3.742,5.0866,3.742,-4.4477,2.59,0.2,0,0,0,0,0,0,3.37,265,,,,,,,,,,
